phy_fitness,diet_pref,act_level,sleep_hrs,mindfulness,career,gender,daily_avg_steps,daily_avg_calories,is_healthy
2,Keto,Sedentary,8,8,Nurse,1,3426,1764,0
5,Vegetarian,Lightly Active,7,2,Doctor,0,7068,2084,0
2,Pescatarian,Sedentary,6,2,Engineer,0,3292,1691,0
4,Vegan,Lightly Active,8,5,Artist,0,5777,1912,0
8,Non-Vegetarian,Active,5,4,Manager,1,14615,2876,0
8,Non-Vegetarian,Active,9,2,Manager,0,11439,2676,0
6,Vegetarian,Lightly Active,7,1,Scientist,0,6305,1851,0
1,Non-Vegetarian,Sedentary,5,7,Nurse,1,2035,1990,0
5,Keto,Lightly Active,9,4,Doctor,1,8153,2500,0
8,Pescatarian,Active,7,2,Nurse,1,13712,2649,0
7,Non-Vegetarian,Active,6,6,Artist,1,11834,2942,0
10,Vegetarian,Highly Active,5,7,Artist,1,15551,3026,1
6,Pescatarian,Lightly Active,9,2,Doctor,1,5092,2186,0
6,Vegetarian,Lightly Active,9,7,Doctor,1,6978,2055,1
4,Vegan,Lightly Active,6,5,Lawyer,0,7370,1763,0
1,Vegetarian,Sedentary,5,2,Business,0,1953,1637,0
4,Vegetarian,Lightly Active,6,6,Artist,1,5776,2327,0
6,Vegetarian,Lightly Active,6,7,Engineer,1,8375,2074,0
10,Vegan,Highly Active,8,2,Teacher,1,18294,3475,1
3,Keto,Sedentary,9,6,Artist,0,3867,1981,0
1,Keto,Sedentary,5,3,Teacher,0,3572,2142,0
10,Pescatarian,Highly Active,5,6,Manager,1,19418,3249,1
3,Vegan,Sedentary,5,10,Artist,1,1470,1755,0
9,Non-Vegetarian,Highly Active,6,10,Scientist,1,18864,3271,1
2,Vegetarian,Sedentary,5,5,Engineer,1,3257,1540,0
2,Pescatarian,Sedentary,9,8,Doctor,0,2481,1716,0
9,Vegetarian,Highly Active,9,7,Artist,1,19590,3909,1
8,Vegetarian,Active,8,2,Engineer,1,10868,2268,0
8,Vegetarian,Active,6,1,Lawyer,0,13833,2735,0
1,Vegan,Sedentary,5,9,Engineer,0,2737,1500,0
4,Keto,Lightly Active,7,10,Engineer,0,8763,2002,0
4,Keto,Lightly Active,8,2,Engineer,0,8417,2412,0
2,Vegetarian,Sedentary,5,4,Freelancer,1,2667,1742,0
3,Non-Vegetarian,Sedentary,7,3,Business,1,1201,1817,0
2,Keto,Sedentary,5,8,Scientist,0,2157,2176,0
10,Vegan,Highly Active,7,10,Scientist,0,17587,3350,1
1,Keto,Sedentary,5,9,Engineer,1,1260,1752,0
1,Keto,Sedentary,5,6,Scientist,0,2687,1822,0
1,Vegetarian,Sedentary,6,5,Doctor,0,1184,1790,0
6,Vegetarian,Lightly Active,5,10,Manager,0,5165,1926,0
10,Keto,Highly Active,7,9,Scientist,0,16467,4038,1
5,Vegan,Lightly Active,6,6,Manager,1,7636,2285,0
5,Vegetarian,Lightly Active,7,9,Nurse,0,7507,1831,0
1,Keto,Sedentary,5,5,Engineer,0,4341,1808,0
9,Pescatarian,Highly Active,5,7,Scientist,0,16886,3308,1
5,Pescatarian,Lightly Active,9,2,Business,1,5605,2184,0
5,Keto,Lightly Active,5,9,Lawyer,1,8210,2488,0
6,Keto,Lightly Active,7,10,Freelancer,1,6810,2654,1
1,Pescatarian,Sedentary,6,3,Doctor,1,1661,1692,0
4,Vegan,Lightly Active,6,3,Scientist,0,6178,2307,0
8,Pescatarian,Active,9,5,Lawyer,1,14343,2411,1
6,Pescatarian,Lightly Active,7,8,Freelancer,0,6698,1937,0
4,Vegetarian,Lightly Active,9,6,Freelancer,0,5693,2227,0
6,Vegetarian,Lightly Active,8,4,Freelancer,0,6474,2347,0
9,Pescatarian,Highly Active,7,10,Scientist,0,16332,3455,1
3,Keto,Sedentary,9,3,Doctor,1,3764,2125,0
7,Pescatarian,Active,9,3,Scientist,0,10795,2808,0
10,Pescatarian,Highly Active,8,2,Engineer,1,19708,3107,1
1,Keto,Sedentary,7,7,Nurse,1,1620,2122,0
3,Vegetarian,Sedentary,5,9,Business,0,5000,1725,0
4,Non-Vegetarian,Lightly Active,8,10,Engineer,1,6183,2045,1
1,Non-Vegetarian,Sedentary,9,3,Lawyer,1,4346,1981,0
8,Keto,Active,9,8,Artist,0,12503,2986,1
6,Vegan,Lightly Active,9,9,Lawyer,0,9669,2160,1
3,Keto,Sedentary,7,6,Business,0,4467,1783,0
3,Keto,Sedentary,5,3,Nurse,0,4335,2031,0
5,Non-Vegetarian,Lightly Active,8,9,Engineer,1,7266,2233,1
3,Non-Vegetarian,Sedentary,7,6,Business,0,2394,1761,0
2,Pescatarian,Sedentary,6,4,Artist,1,3190,1623,0
3,Pescatarian,Sedentary,7,2,Lawyer,1,1080,1931,0
6,Non-Vegetarian,Lightly Active,6,7,Doctor,0,6366,2418,0
9,Pescatarian,Highly Active,9,6,Business,1,18538,3498,1
10,Vegan,Highly Active,6,2,Freelancer,1,18313,3194,0
6,Keto,Lightly Active,7,3,Engineer,1,8427,2129,0
3,Non-Vegetarian,Sedentary,7,7,Engineer,1,4102,1541,0
3,Keto,Sedentary,5,6,Lawyer,0,4492,1946,0
5,Vegetarian,Lightly Active,9,5,Teacher,0,8339,2309,0
5,Vegetarian,Lightly Active,7,2,Lawyer,0,6002,2260,0
10,Vegan,Highly Active,9,9,Teacher,1,19558,3676,1
6,Non-Vegetarian,Lightly Active,8,6,Artist,0,9221,2174,0
4,Keto,Lightly Active,6,5,Scientist,0,7044,2301,0
7,Vegan,Active,9,3,Business,0,10490,2895,0
2,Non-Vegetarian,Sedentary,8,10,Lawyer,0,1465,1910,0
7,Vegan,Active,5,1,Doctor,1,14778,2390,0
6,Keto,Lightly Active,6,7,Teacher,1,5176,2277,0
9,Non-Vegetarian,Highly Active,7,1,Freelancer,1,15335,2979,0
3,Vegan,Sedentary,9,6,Scientist,1,4308,1811,0
4,Non-Vegetarian,Lightly Active,8,10,Lawyer,1,9594,2324,1
6,Vegetarian,Lightly Active,9,4,Artist,0,7989,1960,0
10,Vegetarian,Highly Active,5,9,Teacher,1,18071,3268,1
4,Non-Vegetarian,Lightly Active,8,10,Manager,1,5402,2117,1
10,Pescatarian,Highly Active,8,7,Business,1,17208,4021,1
9,Vegetarian,Highly Active,7,7,Business,1,16558,3946,1
5,Vegan,Lightly Active,6,1,Artist,0,9955,1829,0
10,Vegetarian,Highly Active,8,1,Engineer,1,19789,3397,1
9,Vegan,Highly Active,7,4,Lawyer,0,16602,3162,1
3,Non-Vegetarian,Sedentary,8,9,Manager,0,3663,1770,0
10,Vegan,Highly Active,5,9,Engineer,0,16243,3502,1
1,Keto,Sedentary,7,3,Freelancer,0,1972,1887,0
8,Vegan,Active,5,4,Nurse,0,12883,2494,0
5,Vegetarian,Lightly Active,9,1,Nurse,0,8942,2292,0
10,Vegan,Highly Active,9,8,Business,1,19880,3351,1
7,Vegetarian,Active,6,1,Engineer,0,14637,2608,0
9,Keto,Highly Active,8,8,Doctor,0,18618,4045,1
5,Keto,Lightly Active,7,9,Freelancer,0,8166,2117,0
1,Pescatarian,Sedentary,9,9,Manager,0,2496,1705,0
2,Keto,Sedentary,9,10,Freelancer,0,3587,2084,0
1,Non-Vegetarian,Sedentary,9,6,Manager,1,1884,1707,0
7,Keto,Active,7,1,Doctor,1,10927,3089,0
3,Pescatarian,Sedentary,7,2,Engineer,1,4864,1750,0
7,Non-Vegetarian,Active,7,3,Teacher,0,11616,2232,0
7,Pescatarian,Active,7,7,Manager,1,11311,2773,1
6,Keto,Lightly Active,5,1,Manager,0,8764,2661,0
6,Non-Vegetarian,Lightly Active,8,2,Teacher,0,6141,2032,0
10,Pescatarian,Highly Active,6,9,Teacher,1,16512,3237,1
7,Pescatarian,Active,6,8,Engineer,0,11821,3100,1
3,Pescatarian,Sedentary,5,3,Manager,1,1978,1677,0
3,Keto,Sedentary,8,10,Freelancer,1,1137,1799,0
4,Vegan,Lightly Active,8,1,Nurse,1,5896,1708,0
6,Vegan,Lightly Active,5,5,Doctor,1,6218,1829,0
2,Vegan,Sedentary,9,5,Artist,1,2927,1850,0
10,Vegetarian,Highly Active,5,7,Scientist,1,16274,3682,1
1,Vegetarian,Sedentary,9,9,Lawyer,0,4503,1644,0
5,Keto,Lightly Active,6,5,Scientist,0,6816,2093,0
9,Keto,Highly Active,9,9,Engineer,0,19668,3848,1
2,Vegan,Sedentary,5,8,Nurse,1,4286,1830,0
6,Vegetarian,Lightly Active,9,9,Lawyer,0,7878,1813,1
6,Keto,Lightly Active,6,9,Doctor,0,6854,2249,0
1,Vegetarian,Sedentary,9,10,Scientist,0,2175,1696,0
7,Vegan,Active,7,8,Teacher,1,11706,2555,1
5,Keto,Lightly Active,8,1,Lawyer,0,5822,2008,0
2,Pescatarian,Sedentary,9,4,Business,0,1583,1688,0
8,Keto,Active,8,8,Business,1,12246,2435,1
4,Vegan,Lightly Active,7,6,Doctor,0,9113,2058,0
3,Vegan,Sedentary,6,8,Lawyer,0,4674,1782,0
9,Keto,Highly Active,5,9,Engineer,1,17365,3935,1
1,Pescatarian,Sedentary,8,5,Scientist,1,4403,1984,0
2,Keto,Sedentary,5,8,Lawyer,0,2717,1926,0
8,Non-Vegetarian,Active,5,9,Artist,1,11235,2994,1
4,Non-Vegetarian,Lightly Active,9,8,Business,0,6801,2392,0
4,Vegan,Lightly Active,9,7,Manager,0,7983,1920,0
6,Non-Vegetarian,Lightly Active,7,4,Doctor,1,9812,1841,0
9,Pescatarian,Highly Active,9,8,Freelancer,0,16765,3121,1
4,Non-Vegetarian,Lightly Active,9,6,Freelancer,0,8211,2169,0
1,Pescatarian,Sedentary,8,3,Freelancer,1,2331,1796,0
6,Non-Vegetarian,Lightly Active,6,5,Freelancer,1,5122,2190,0
1,Vegan,Sedentary,7,5,Business,0,4008,1880,0
9,Keto,Highly Active,5,2,Nurse,1,16349,3463,0
3,Keto,Sedentary,9,8,Artist,0,2933,2080,0
8,Pescatarian,Active,6,4,Doctor,1,11818,2324,0
10,Vegan,Highly Active,8,1,Lawyer,1,19649,2915,1
9,Vegetarian,Highly Active,7,3,Teacher,0,17410,2983,1
10,Pescatarian,Highly Active,5,6,Artist,0,16679,3156,1
9,Vegetarian,Highly Active,6,1,Engineer,0,15515,3208,0
9,Vegan,Highly Active,6,8,Nurse,0,15219,3381,1
9,Non-Vegetarian,Highly Active,6,7,Lawyer,1,18153,2812,1
8,Vegetarian,Active,5,2,Artist,0,14661,2422,0
4,Keto,Lightly Active,6,8,Artist,1,9921,2647,0
6,Vegan,Lightly Active,8,4,Doctor,1,9354,2069,0
4,Vegetarian,Lightly Active,9,2,Business,0,9252,2228,0
8,Non-Vegetarian,Active,6,4,Lawyer,1,10814,2927,0
8,Vegetarian,Active,7,6,Business,1,14987,2199,1
3,Pescatarian,Sedentary,9,8,Artist,0,2837,1853,0
3,Vegetarian,Sedentary,6,8,Freelancer,0,2843,1889,0
5,Vegan,Lightly Active,8,9,Scientist,1,7035,1860,1
6,Vegetarian,Lightly Active,8,10,Freelancer,1,8760,2190,1
7,Pescatarian,Active,9,2,Manager,0,12826,2311,0
5,Vegetarian,Lightly Active,6,2,Scientist,1,9869,2319,0
3,Keto,Sedentary,5,10,Manager,1,2575,1922,0
1,Vegan,Sedentary,9,8,Manager,0,4646,1781,0
1,Non-Vegetarian,Sedentary,5,6,Freelancer,1,2954,1829,0
6,Pescatarian,Lightly Active,7,9,Doctor,0,6797,2231,1
5,Pescatarian,Lightly Active,6,4,Nurse,1,9902,2212,0
8,Vegetarian,Active,6,1,Lawyer,0,14043,2825,0
10,Non-Vegetarian,Highly Active,6,3,Freelancer,0,16028,3218,1
1,Pescatarian,Sedentary,9,5,Freelancer,1,1446,1984,0
2,Keto,Sedentary,8,5,Engineer,1,2351,2151,0
10,Vegetarian,Highly Active,8,7,Teacher,0,18116,2829,1
7,Keto,Active,7,5,Nurse,1,10212,3037,0
2,Non-Vegetarian,Sedentary,5,9,Doctor,1,3449,1961,0
2,Keto,Sedentary,6,8,Teacher,0,2399,2139,0
8,Keto,Active,6,9,Scientist,1,13215,3040,1
4,Vegan,Lightly Active,7,2,Business,0,7083,1703,0
9,Keto,Highly Active,6,6,Lawyer,0,17163,3584,1
9,Vegan,Highly Active,7,1,Doctor,1,19403,3417,0
2,Vegetarian,Sedentary,6,10,Teacher,1,3534,1635,0
1,Vegetarian,Sedentary,6,10,Freelancer,1,3320,1500,0
2,Pescatarian,Sedentary,8,8,Artist,0,4660,1731,0
2,Non-Vegetarian,Sedentary,5,9,Doctor,1,1532,1811,0
8,Non-Vegetarian,Active,5,10,Teacher,0,12025,2788,1
8,Pescatarian,Active,9,5,Lawyer,0,14942,2318,1
3,Keto,Sedentary,8,10,Nurse,0,4353,1918,0
8,Vegetarian,Active,8,2,Nurse,1,11715,2669,0
7,Pescatarian,Active,6,6,Teacher,0,11815,2562,0
10,Non-Vegetarian,Highly Active,5,1,Engineer,0,18107,3280,0
2,Pescatarian,Sedentary,8,1,Business,0,4554,1732,0
4,Vegetarian,Lightly Active,5,3,Engineer,1,6936,1975,0
8,Non-Vegetarian,Active,7,4,Nurse,1,14843,2509,0
8,Keto,Active,7,7,Doctor,1,11951,2793,1
7,Keto,Active,8,2,Business,1,13740,2706,0
10,Non-Vegetarian,Highly Active,7,10,Engineer,0,17414,3136,1
5,Keto,Lightly Active,8,5,Doctor,0,6013,2044,0
1,Vegetarian,Sedentary,8,2,Manager,0,1328,1946,0
8,Vegetarian,Active,5,5,Scientist,1,11229,2929,0
5,Pescatarian,Lightly Active,8,5,Manager,0,7632,1938,0
5,Pescatarian,Lightly Active,5,3,Scientist,0,9210,2428,0
5,Keto,Lightly Active,8,1,Lawyer,1,5850,2081,0
1,Vegetarian,Sedentary,6,10,Doctor,1,4128,1549,0
7,Non-Vegetarian,Active,9,1,Lawyer,1,12954,2512,0
10,Keto,Highly Active,5,4,Freelancer,1,19276,3635,1
2,Vegetarian,Sedentary,8,1,Business,1,1792,1500,0
9,Non-Vegetarian,Highly Active,7,3,Scientist,1,15605,3664,1
4,Vegan,Lightly Active,9,1,Artist,1,9735,2380,0
1,Non-Vegetarian,Sedentary,8,1,Doctor,1,3900,1941,0
2,Pescatarian,Sedentary,9,6,Business,0,3888,2056,0
6,Vegetarian,Lightly Active,5,6,Business,1,6684,2083,0
6,Keto,Lightly Active,7,2,Engineer,0,5881,2477,0
3,Non-Vegetarian,Sedentary,8,1,Nurse,1,3469,1500,0
1,Keto,Sedentary,5,9,Nurse,0,2163,1768,0
10,Vegetarian,Highly Active,7,1,Manager,0,19645,2949,0
10,Vegan,Highly Active,8,2,Doctor,0,19653,3614,1
10,Keto,Highly Active,8,7,Doctor,0,17853,3006,1
3,Keto,Sedentary,5,7,Manager,1,3273,2179,0
6,Pescatarian,Lightly Active,6,10,Manager,0,6546,1929,1
9,Vegan,Highly Active,7,6,Scientist,1,15425,3286,1
9,Vegetarian,Highly Active,7,1,Scientist,1,18424,3025,0
7,Keto,Active,9,1,Teacher,0,12588,2677,0
2,Vegetarian,Sedentary,9,8,Engineer,1,1078,1809,0
7,Pescatarian,Active,5,6,Doctor,0,14879,2456,0
8,Keto,Active,5,1,Teacher,0,12823,2647,0
7,Non-Vegetarian,Active,8,2,Nurse,0,13609,2346,0
1,Keto,Sedentary,9,8,Teacher,1,3579,1869,0
3,Pescatarian,Sedentary,6,2,Doctor,1,3972,2080,0
2,Vegan,Sedentary,8,5,Freelancer,0,3371,1636,0
8,Non-Vegetarian,Active,8,9,Business,1,10243,2513,1
9,Non-Vegetarian,Highly Active,9,1,Artist,1,19523,3908,1
2,Vegan,Sedentary,8,6,Teacher,0,1553,1500,0
3,Pescatarian,Sedentary,7,8,Business,0,2677,1670,0
10,Non-Vegetarian,Highly Active,9,7,Artist,1,15208,2814,1
3,Vegetarian,Sedentary,6,3,Freelancer,1,1631,1750,0
1,Pescatarian,Sedentary,8,2,Doctor,1,3403,2093,0
3,Vegan,Sedentary,6,8,Manager,1,1138,1863,0
10,Non-Vegetarian,Highly Active,7,10,Artist,1,17869,3677,1
9,Keto,Highly Active,9,6,Lawyer,0,15036,3962,1
8,Keto,Active,9,6,Nurse,0,10971,2720,1
2,Keto,Sedentary,5,6,Freelancer,1,2179,1756,0
3,Vegetarian,Sedentary,9,2,Artist,1,1422,1783,0
9,Non-Vegetarian,Highly Active,7,9,Artist,0,19449,2824,1
8,Keto,Active,7,10,Manager,0,13214,2419,1
1,Pescatarian,Sedentary,5,1,Doctor,0,4325,1656,0
9,Vegan,Highly Active,6,7,Doctor,1,16613,2868,1
1,Vegetarian,Sedentary,8,9,Freelancer,1,1808,1500,0
6,Vegetarian,Lightly Active,5,1,Manager,1,8747,2344,0
2,Non-Vegetarian,Sedentary,5,8,Manager,0,4498,1898,0
6,Pescatarian,Lightly Active,6,9,Business,0,6333,2548,0
2,Non-Vegetarian,Sedentary,6,6,Lawyer,0,1237,1937,0
6,Vegan,Lightly Active,7,1,Doctor,0,8043,2386,0
10,Vegan,Highly Active,9,7,Artist,1,17114,3762,1
8,Pescatarian,Active,9,2,Business,1,14433,2383,0
5,Non-Vegetarian,Lightly Active,8,6,Artist,0,9253,2216,0
3,Pescatarian,Sedentary,6,3,Freelancer,0,3806,1721,0
8,Vegetarian,Active,9,8,Business,0,11086,2226,1
8,Vegetarian,Active,9,10,Freelancer,1,12926,2838,1
2,Keto,Sedentary,9,2,Business,0,3049,1831,0
10,Vegan,Highly Active,7,2,Freelancer,1,16033,3324,1
7,Pescatarian,Active,6,3,Nurse,1,11134,2462,0
6,Vegetarian,Lightly Active,9,9,Business,1,9896,1807,1
3,Vegetarian,Sedentary,9,3,Manager,1,4089,1759,0
2,Vegetarian,Sedentary,6,4,Scientist,1,2623,1731,0
3,Non-Vegetarian,Sedentary,7,3,Manager,0,1683,1749,0
6,Keto,Lightly Active,8,9,Manager,1,7717,2487,1
4,Pescatarian,Lightly Active,9,10,Artist,0,5547,2186,1
2,Pescatarian,Sedentary,6,1,Doctor,1,3597,1645,0
9,Vegetarian,Highly Active,7,6,Doctor,0,17569,3756,1
8,Non-Vegetarian,Active,9,8,Engineer,0,11756,2203,1
10,Keto,Highly Active,9,4,Doctor,0,18170,3250,1
3,Vegetarian,Sedentary,5,8,Freelancer,0,2290,1724,0
3,Keto,Sedentary,6,1,Manager,0,3949,1864,0
3,Keto,Sedentary,7,3,Doctor,0,3524,1712,0
8,Pescatarian,Active,5,4,Doctor,0,13990,2604,0
9,Keto,Highly Active,8,2,Lawyer,0,17964,3659,1
5,Vegan,Lightly Active,7,5,Doctor,1,9681,2266,0
1,Pescatarian,Sedentary,6,1,Nurse,0,4116,1818,0
1,Non-Vegetarian,Sedentary,5,7,Manager,0,1968,1934,0
4,Keto,Lightly Active,6,5,Doctor,0,9113,2300,0
10,Keto,Highly Active,6,4,Artist,0,17033,3619,1
3,Pescatarian,Sedentary,6,2,Teacher,1,1090,2049,0
5,Keto,Lightly Active,6,8,Teacher,0,9099,2025,0
7,Keto,Active,6,8,Artist,0,13268,3164,1
4,Vegan,Lightly Active,5,4,Scientist,0,6209,2083,0
10,Non-Vegetarian,Highly Active,5,8,Artist,0,16090,2890,1
5,Keto,Lightly Active,7,8,Engineer,0,6708,2143,0
9,Vegetarian,Highly Active,7,9,Artist,0,18806,3428,1
5,Keto,Lightly Active,7,4,Engineer,1,5600,2192,0
6,Vegetarian,Lightly Active,7,5,Lawyer,0,6270,1994,0
2,Vegetarian,Sedentary,5,5,Engineer,0,4093,1660,0
6,Vegetarian,Lightly Active,7,6,Manager,1,6870,1820,0
10,Vegan,Highly Active,8,9,Nurse,0,15533,3866,1
3,Pescatarian,Sedentary,7,10,Business,1,4680,1670,0
3,Keto,Sedentary,6,7,Scientist,0,4220,1986,0
1,Pescatarian,Sedentary,6,8,Teacher,0,1332,1697,0
7,Pescatarian,Active,8,1,Artist,1,12013,2383,0
6,Pescatarian,Lightly Active,5,5,Nurse,1,6836,2332,0
10,Vegetarian,Highly Active,5,2,Engineer,1,16205,3841,0
9,Vegetarian,Highly Active,7,6,Nurse,0,18290,3242,1
6,Vegetarian,Lightly Active,6,10,Artist,0,5402,2094,1
4,Pescatarian,Lightly Active,6,6,Freelancer,1,6954,2353,0
3,Keto,Sedentary,5,10,Business,1,2548,2115,0
4,Keto,Lightly Active,9,7,Nurse,1,7660,2483,0
10,Keto,Highly Active,8,8,Engineer,1,19377,3254,1
1,Vegetarian,Sedentary,8,6,Engineer,0,2271,1532,0
7,Vegan,Active,9,3,Teacher,1,12627,2487,0
10,Pescatarian,Highly Active,5,2,Engineer,0,15059,4065,0
4,Vegan,Lightly Active,9,6,Business,1,6340,2257,0
1,Keto,Sedentary,5,5,Freelancer,1,3712,2016,0
7,Pescatarian,Active,8,9,Freelancer,1,10820,2466,1
4,Keto,Lightly Active,7,9,Engineer,1,6051,2071,0
1,Pescatarian,Sedentary,7,1,Lawyer,1,3849,1718,0
1,Keto,Sedentary,6,8,Engineer,0,2443,2143,0
10,Pescatarian,Highly Active,6,10,Engineer,1,15017,3492,1
10,Pescatarian,Highly Active,7,1,Artist,1,18091,3297,0
3,Keto,Sedentary,6,6,Lawyer,0,1841,1892,0
3,Keto,Sedentary,7,9,Nurse,1,3489,1730,0
5,Vegetarian,Lightly Active,8,7,Lawyer,0,9940,1909,0
2,Vegetarian,Sedentary,8,7,Lawyer,1,1538,1894,0
2,Pescatarian,Sedentary,7,4,Manager,1,3942,2028,0
9,Vegan,Highly Active,5,10,Lawyer,0,15491,3056,1
10,Pescatarian,Highly Active,7,9,Freelancer,1,18521,3491,1
2,Keto,Sedentary,7,4,Artist,1,2393,1735,0
1,Keto,Sedentary,8,4,Engineer,0,2995,1814,0
8,Vegetarian,Active,8,2,Artist,0,14097,2937,0
9,Vegan,Highly Active,7,6,Nurse,1,17075,3059,1
10,Vegetarian,Highly Active,8,9,Teacher,0,18249,3883,1
7,Pescatarian,Active,8,10,Freelancer,1,13721,2922,1
1,Keto,Sedentary,9,9,Teacher,1,2444,2182,0
7,Non-Vegetarian,Active,6,9,Doctor,0,11409,2799,1
9,Pescatarian,Highly Active,6,8,Lawyer,1,19569,4007,1
9,Keto,Highly Active,8,2,Doctor,0,18019,4077,1
2,Pescatarian,Sedentary,7,6,Engineer,1,2658,1712,0
1,Vegan,Sedentary,9,8,Teacher,1,3615,1818,0
7,Vegan,Active,7,4,Business,0,14112,2699,0
9,Vegetarian,Highly Active,7,9,Manager,1,18722,3816,1
6,Vegan,Lightly Active,8,6,Artist,0,9450,2383,0
9,Vegan,Highly Active,8,7,Teacher,0,16842,3735,1
8,Keto,Active,8,6,Manager,0,14320,3190,1
8,Vegetarian,Active,6,1,Artist,0,11878,2903,0
1,Vegetarian,Sedentary,8,2,Manager,1,2558,1848,0
7,Non-Vegetarian,Active,6,10,Doctor,0,11824,2341,1
6,Pescatarian,Lightly Active,8,9,Teacher,1,7551,2317,1
1,Non-Vegetarian,Sedentary,7,4,Manager,0,4239,1782,0
3,Keto,Sedentary,7,10,Doctor,1,2982,2039,0
9,Vegan,Highly Active,5,8,Freelancer,1,18159,2926,1
5,Vegan,Lightly Active,6,5,Doctor,0,9887,2308,0
5,Vegetarian,Lightly Active,7,6,Business,1,7992,1823,0
5,Non-Vegetarian,Lightly Active,8,5,Doctor,0,6887,2005,0
4,Pescatarian,Lightly Active,8,5,Nurse,0,5966,2493,0
6,Keto,Lightly Active,6,2,Manager,1,6133,2455,0
6,Vegan,Lightly Active,8,10,Nurse,1,5364,1850,1
10,Pescatarian,Highly Active,8,8,Artist,1,19586,3742,1
6,Non-Vegetarian,Lightly Active,7,3,Teacher,0,8104,2256,0
6,Vegetarian,Lightly Active,7,6,Doctor,0,9714,2064,0
10,Keto,Highly Active,6,7,Engineer,1,15568,3903,1
4,Keto,Lightly Active,7,4,Artist,0,6425,2445,0
7,Keto,Active,8,7,Artist,0,10488,2897,1
1,Pescatarian,Sedentary,6,5,Engineer,0,4723,1990,0
10,Vegan,Highly Active,6,1,Teacher,1,19982,2827,0
1,Keto,Sedentary,5,5,Engineer,1,4946,2138,0
6,Non-Vegetarian,Lightly Active,8,4,Artist,0,5579,1933,0
1,Pescatarian,Sedentary,7,3,Business,1,2301,1993,0
1,Keto,Sedentary,7,7,Doctor,0,3622,1894,0
2,Keto,Sedentary,7,10,Engineer,0,1534,2115,0
4,Keto,Lightly Active,9,5,Freelancer,1,5379,2065,0
6,Pescatarian,Lightly Active,8,2,Engineer,0,6493,2152,0
5,Vegan,Lightly Active,9,1,Business,0,6610,2042,0
10,Vegan,Highly Active,7,7,Freelancer,0,15721,3264,1
5,Non-Vegetarian,Lightly Active,7,8,Nurse,1,5398,2098,0
2,Non-Vegetarian,Sedentary,9,6,Lawyer,1,4046,1772,0
7,Keto,Active,9,2,Nurse,1,11522,2412,0
3,Keto,Sedentary,5,1,Artist,0,2604,2122,0
4,Pescatarian,Lightly Active,7,5,Doctor,0,9885,2448,0
7,Vegan,Active,6,7,Scientist,0,12030,2519,0
6,Vegetarian,Lightly Active,7,9,Lawyer,0,6651,2081,1
7,Keto,Active,6,3,Doctor,1,10879,2530,0
10,Vegetarian,Highly Active,7,3,Freelancer,1,16491,3256,1
8,Vegetarian,Active,5,6,Engineer,0,13551,2288,0
10,Pescatarian,Highly Active,6,5,Nurse,1,15158,3757,1
3,Pescatarian,Sedentary,6,6,Scientist,1,3408,1826,0
10,Pescatarian,Highly Active,7,4,Doctor,0,16108,3724,1
2,Keto,Sedentary,7,8,Engineer,1,3906,2086,0
6,Vegan,Lightly Active,8,3,Manager,0,5464,2354,0
8,Non-Vegetarian,Active,8,3,Scientist,1,12257,2769,0
4,Vegan,Lightly Active,7,10,Nurse,1,9591,1884,0
4,Pescatarian,Lightly Active,5,6,Nurse,0,5598,2150,0
7,Vegetarian,Active,5,9,Doctor,0,12237,2430,1
2,Keto,Sedentary,7,5,Teacher,1,2515,2142,0
6,Pescatarian,Lightly Active,5,9,Freelancer,1,9718,2371,0
6,Non-Vegetarian,Lightly Active,7,3,Scientist,0,6315,2051,0
3,Vegan,Sedentary,9,7,Freelancer,1,3861,1693,0
10,Pescatarian,Highly Active,9,5,Teacher,1,18350,3926,1
7,Vegetarian,Active,8,5,Nurse,0,11457,2579,0
3,Pescatarian,Sedentary,5,6,Doctor,1,4744,1971,0
10,Vegan,Highly Active,6,7,Lawyer,0,15375,3735,1
6,Vegan,Lightly Active,8,8,Doctor,0,8093,2152,1
9,Non-Vegetarian,Highly Active,6,5,Business,0,17761,3916,1
5,Pescatarian,Lightly Active,8,2,Engineer,1,5526,2123,0
2,Vegan,Sedentary,6,6,Teacher,1,1178,1668,0
6,Non-Vegetarian,Lightly Active,9,9,Artist,0,5340,1979,1
1,Keto,Sedentary,9,10,Teacher,1,2515,2017,0
8,Vegan,Active,7,1,Manager,1,10632,2761,0
7,Vegetarian,Active,7,7,Scientist,1,14959,2231,1
4,Pescatarian,Lightly Active,7,8,Artist,1,9249,2154,0
6,Keto,Lightly Active,9,6,Artist,0,7261,2186,0
2,Pescatarian,Sedentary,7,3,Teacher,1,3047,1999,0
3,Pescatarian,Sedentary,8,1,Business,0,4915,1668,0
1,Vegan,Sedentary,9,5,Artist,0,1085,1500,0
6,Pescatarian,Lightly Active,9,2,Freelancer,1,8939,1996,0
3,Vegetarian,Sedentary,6,8,Scientist,0,1179,1599,0
5,Vegetarian,Lightly Active,5,5,Business,0,5956,2252,0
8,Pescatarian,Active,8,2,Nurse,1,12111,2959,0
5,Keto,Lightly Active,9,10,Manager,1,8640,2087,1
5,Non-Vegetarian,Lightly Active,6,6,Teacher,1,5785,2313,0
2,Keto,Sedentary,9,8,Teacher,0,1354,2003,0
